id,brand,year,age,engine_size,power,mileage,prev_owners
id_83264,kia,2014,4,1400,95.0,62549.0,1
id_86261,vw,2011,7,3600,246.0,83232.0,2
id_66584,vw,2013,5,1700,131.0,11730.0,0
id_52759,ford,2010,8,1400,95.0,85972.0,0
id_9789,vw,2011,7,3600,246.0,34885.0,3
id_93308,vw,2014,4,1200,100.0,4626.0,1
id_59862,bmw,2017,1,2500,238.0,1762.0,0
id_76349,bmw,2011,7,3500,278.0,11004.0,0
id_68351,vw,2011,7,1200,91.0,125445.0,2
id_13076,kia,2017,1,1100,80.0,169.0,0
id_59049,vw,2011,7,3600,245.0,21113.0,3
id_78371,kia,2013,5,1200,83.0,33621.0,2
id_13968,bmw,2010,8,2300,201.0,28854.0,3
id_73925,ford,2017,1,1800,135.0,5455.0,0
id_81798,vw,2016,2,2300,175.0,7177.0,0
id_38508,bmw,2017,1,3000,267.0,3535.0,1
id_94880,ford,2014,4,2500,177.0,8926.0,1
id_52289,vw,2015,3,1500,115.0,6934.0,0
id_91142,ford,2013,5,2000,140.0,36995.0,1
id_96106,bmw,2017,1,3000,247.0,15631.0,0
id_9615,ford,2016,2,1400,108.0,5574.0,1
id_65542,ford,2017,1,2000,146.0,6384.0,0
id_63354,ford,2011,7,3000,196.0,69326.0,3
id_19518,kia,2015,3,1400,98.0,20639.0,2
id_44956,vw,2015,3,1200,94.0,26618.0,0
id_55743,bmw,2013,5,2300,193.0,14845.0,0
id_63978,vw,2009,9,1200,88.0,7037.0,0
id_87716,vw,2010,8,1900,136.0,135930.0,2
id_96072,ford,2011,7,3000,195.0,2482.0,1
id_12699,bmw,2009,9,3000,217.0,27372.0,2
id_94205,kia,2010,8,1000,69.0,161783.0,1
id_32735,bmw,2010,8,1800,182.0,201411.0,1
id_66898,ferrari,2015,3,5700,525.0,6368.0,0
id_29860,vw,2009,9,2300,165.0,76591.0,1
id_38685,bmw,2015,3,1800,186.0,5866.0,0
id_33572,vw,2008,10,1500,112.0,38099.0,3
id_79972,ford,2012,6,1800,126.0,30224.0,1
id_48507,bmw,2014,4,3500,279.0,24083.0,1
id_29859,vw,2012,6,1900,138.0,19774.0,1
id_80807,kia,2009,9,1100,72.0,21750.0,4
id_13958,vw,2016,2,1500,118.0,18331.0,1
id_57268,ford,2016,2,1600,120.0,9602.0,0
id_77545,ford,2013,5,2500,172.0,55268.0,1
id_90108,vw,2012,6,3600,252.0,20643.0,3
id_20409,ford,2013,5,1600,119.0,11791.0,0
id_23465,vw,2014,4,1500,114.0,7980.0,0
id_39915,ford,2010,8,2000,132.0,45040.0,2
id_42447,ford,2017,1,2500,185.0,2460.0,0
id_45210,ford,2015,3,1100,83.0,33054.0,1
id_50752,vw,2015,3,3600,251.0,10642.0,1
id_42370,bmw,2011,7,2500,211.0,15380.0,0
id_79487,bmw,2017,1,4000,343.0,1595.0,0
id_44343,vw,2010,8,1700,128.0,3221.0,4
id_87789,bmw,2014,4,3500,272.0,58133.0,1
id_97285,ford,2015,3,2500,179.0,32896.0,0
id_1268,ford,2011,7,2500,167.0,33291.0,2
id_63812,bmw,2011,7,2500,212.0,12688.0,2
id_25906,bmw,2013,5,3000,235.0,34423.0,2
id_43270,ford,2015,3,2200,156.0,9998.0,2
id_78954,ford,2017,1,3000,212.0,3957.0,0
id_70883,ferrari,2016,2,4500,459.0,29952.0,0
id_6798,ford,2012,6,2500,170.0,36878.0,0
id_83189,vw,2011,7,3600,241.0,68517.0,3
id_8088,vw,2015,3,1500,116.0,15898.0,1
id_39829,bmw,2012,6,2300,205.0,45627.0,2
id_2089,ford,2012,6,3000,198.0,57010.0,0
id_1312,ford,2008,10,2200,143.0,12029.0,2
id_6788,ford,2012,6,1400,103.0,67941.0,1
id_6179,ford,2008,10,1800,121.0,58548.0,1
id_86309,bmw,2015,3,2500,215.0,2740.0,0
id_12454,bmw,2011,7,3000,226.0,41320.0,1
id_16073,bmw,2010,8,2500,225.0,79418.0,1
id_15297,bmw,2014,4,4500,354.0,22207.0,0
id_42367,vw,2017,1,1700,135.0,21876.0,0
id_73938,ford,2012,6,1800,124.0,48368.0,0
id_95836,ford,2015,3,1100,82.0,22778.0,2
id_64171,ford,2017,1,1100,86.0,5244.0,0
id_24022,vw,2011,7,1700,120.0,27103.0,1
id_89725,vw,2016,2,1200,100.0,10409.0,1
id_3863,vw,2009,9,1700,122.0,41.0,3
id_99467,ford,2015,3,1800,135.0,3405.0,0
id_71821,ford,2012,6,1400,98.0,26056.0,0
id_89114,kia,2008,10,1400,90.0,33218.0,2
id_21307,vw,2011,7,1200,91.0,41357.0,1
id_37184,vw,2017,1,1500,125.0,6554.0,0
id_77654,vw,2014,4,1200,101.0,40241.0,1
id_9763,ford,2011,7,2500,169.0,6911.0,3
id_27931,ford,2011,7,2500,163.0,44484.0,5
id_15565,vw,2011,7,1200,102.0,62429.0,1
id_76759,ford,2011,7,3000,203.0,57381.0,1
id_61585,vw,2017,1,2300,184.0,3050.0,0
id_78979,ford,2010,8,2200,144.0,14385.0,1
id_59997,vw,2017,1,2300,178.0,3557.0,0
id_12600,ford,2010,8,2500,166.0,43125.0,1
id_47040,vw,2008,10,2300,152.0,32513.0,3
id_4415,vw,2016,2,2300,178.0,8489.0,1
id_10749,bmw,2008,10,4500,315.0,48260.0,2
id_4644,bmw,2008,10,3500,254.0,14313.0,4
id_66159,vw,2016,2,2300,171.0,6648.0,1
id_33904,vw,2014,4,1500,116.0,12837.0,1
id_88251,ford,2012,6,1600,111.0,18285.0,1
id_52802,bmw,2010,8,3500,268.0,142993.0,2
id_94459,ford,2014,4,2200,159.0,7992.0,0
id_47667,bmw,2010,8,1800,171.0,9742.0,0
id_53161,ford,2013,5,1600,115.0,57934.0,2
id_60513,vw,2013,5,1700,132.0,41295.0,1
id_73196,kia,2017,1,1100,80.0,644.0,1
id_85875,vw,2010,8,2300,156.0,8044.0,1
id_34038,vw,2015,3,1200,106.0,9321.0,0
id_71474,ford,2012,6,1600,116.0,115149.0,1
id_64212,ferrari,2011,7,5000,424.0,5603.0,3
id_50422,vw,2016,2,2300,172.0,1125.0,1
id_20063,ford,2010,8,3000,197.0,26567.0,2
id_41747,ford,2010,8,1100,86.0,32652.0,0
id_77523,bmw,2013,5,1800,157.0,15912.0,0
id_41066,bmw,2010,8,4500,319.0,4449.0,1
id_56669,vw,2015,3,1700,139.0,544.0,0
id_6828,bmw,2010,8,2500,194.0,49412.0,4
id_82410,vw,2017,1,1200,106.0,1549.0,0
id_4806,ford,2017,1,1100,84.0,151.0,0
id_62239,kia,2016,2,1100,78.0,1105.0,1
id_72379,bmw,2014,4,2300,192.0,8705.0,0
id_47125,kia,2013,5,1400,95.0,10431.0,3
id_98501,ford,2015,3,2200,155.0,28352.0,1
id_17852,vw,2013,5,1200,93.0,8275.0,1
id_86006,ford,2017,1,1100,92.0,648.0,2
id_27274,ford,2016,2,2200,159.0,7978.0,0
id_25945,kia,2016,2,1200,86.0,9389.0,0
id_33248,bmw,2014,4,4000,297.0,3979.0,0
id_85804,kia,2017,1,1200,90.0,4521.0,0
id_59573,vw,2015,3,1900,153.0,8874.0,0
id_86761,vw,2013,5,1700,131.0,8886.0,2
id_79964,bmw,2013,5,3000,258.0,34506.0,0
id_67121,vw,2008,10,1200,94.0,83500.0,5
id_69683,vw,2012,6,3600,242.0,17933.0,0
id_95730,kia,2015,3,1100,80.0,19979.0,2
id_38632,vw,2014,4,1900,147.0,28731.0,0
id_65203,kia,2013,5,800,56.0,3519.0,1
id_35762,vw,2016,2,1200,96.0,11343.0,0
id_9723,vw,2014,4,1900,149.0,18147.0,0
id_87379,kia,2015,3,1400,99.0,9262.0,0
id_30411,kia,2014,4,1400,96.0,20209.0,0
id_97696,bmw,2014,4,3500,302.0,8483.0,0
id_94138,bmw,2013,5,2300,203.0,2582.0,2
id_72444,vw,2008,10,3600,238.0,65893.0,2
id_59431,vw,2011,7,1200,101.0,44124.0,0
id_31461,bmw,2009,9,3500,262.0,25673.0,4
id_28882,kia,2015,3,1100,77.0,36310.0,0
id_26411,vw,2014,4,1700,136.0,12490.0,0
id_52165,vw,2014,4,1900,151.0,59236.0,1
id_63268,bmw,2012,6,4000,295.0,36363.0,1
id_9371,bmw,2014,4,4000,319.0,64658.0,0
id_4736,ford,2016,2,2200,164.0,17452.0,0
id_29931,vw,2017,1,1500,117.0,2908.0,0
id_62860,vw,2011,7,1200,90.0,31615.0,3
id_9929,vw,2016,2,3600,257.0,16469.0,1
id_48744,ferrari,2008,10,5000,473.0,28316.0,0
id_66265,vw,2008,10,1900,129.0,67711.0,4
id_43649,vw,2013,5,1500,124.0,35452.0,2
id_33517,ford,2017,1,1100,90.0,981.0,0
id_22430,ford,2011,7,2200,144.0,11403.0,0
id_33659,ford,2008,10,1800,117.0,51748.0,1
id_13791,ford,2013,5,1100,84.0,29206.0,1
id_4117,vw,2015,3,1200,95.0,7487.0,1
id_8740,bmw,2014,4,2300,202.0,5640.0,0
id_28750,ford,2013,5,3000,199.0,34847.0,0
id_54023,kia,2012,6,1000,69.0,70774.0,1
id_80582,ferrari,2008,10,5000,456.0,40769.0,2
id_39663,vw,2015,3,1900,149.0,145748.0,1
id_1356,kia,2008,10,1200,77.0,32911.0,5
id_13085,ford,2011,7,3000,193.0,65128.0,2
id_36133,bmw,2016,2,2300,211.0,19880.0,1
id_41098,vw,2014,4,1900,150.0,15435.0,0
id_90578,bmw,2013,5,2300,211.0,62105.0,1
id_2971,vw,2012,6,3600,243.0,36453.0,4
id_23559,vw,2013,5,2300,164.0,26743.0,0
id_94554,kia,2008,10,1100,72.0,32314.0,2
id_86355,ford,2017,1,1800,136.0,3463.0,0
id_49139,ford,2011,7,1400,96.0,75321.0,2
id_58285,ferrari,2015,3,5000,506.0,10570.0,2
id_43321,kia,2014,4,800,59.0,13190.0,1
id_73288,ferrari,2016,2,4500,406.0,3071.0,0
id_90136,ford,2009,9,1100,82.0,55227.0,2
id_71789,bmw,2014,4,2300,207.0,4326.0,0
id_21019,vw,2017,1,2300,174.0,14836.0,0
id_94683,bmw,2014,4,2300,207.0,58876.0,3
id_27049,ford,2012,6,1400,102.0,102131.0,0
id_8163,vw,2016,2,1200,99.0,16894.0,0
id_38553,ford,2015,3,2000,142.0,5439.0,0
id_41057,vw,2013,5,1200,98.0,14850.0,2
id_92411,ford,2009,9,1100,81.0,58341.0,3
id_96148,ford,2016,2,2500,182.0,7280.0,0
id_85264,vw,2013,5,1700,130.0,21524.0,0
id_39488,ford,2017,1,2500,179.0,12455.0,0
id_30115,vw,2013,5,1900,139.0,23036.0,0
id_87447,vw,2014,4,1700,128.0,626.0,1
id_45503,ford,2013,5,1100,88.0,60135.0,0
id_22127,kia,2012,6,1000,70.0,5560.0,2
id_40247,ford,2017,1,1600,126.0,6961.0,0
id_20568,ford,2013,5,1400,104.0,56798.0,0
id_83031,vw,2014,4,1200,93.0,4013.0,1
id_30268,kia,2010,8,1100,72.0,23043.0,4
id_45469,bmw,2016,2,4000,329.0,4920.0,1
id_22818,bmw,2008,10,1800,162.0,44704.0,4
id_80096,kia,2010,8,1400,91.0,111004.0,5
id_59523,ford,2014,4,1100,85.0,4952.0,0
id_76297,ford,2008,10,2500,156.0,36453.0,0
id_43979,ford,2011,7,3000,199.0,2475.0,2
id_2973,ford,2017,1,1800,133.0,7086.0,0
id_91777,ford,2014,4,1800,128.0,33675.0,0
id_79435,vw,2017,1,1500,126.0,2651.0,0
id_94346,ford,2013,5,1400,102.0,7668.0,2
id_18714,vw,2009,9,1700,126.0,17286.0,1
id_84574,bmw,2010,8,4000,292.0,21888.0,2
id_92759,vw,2011,7,1700,132.0,111505.0,0
id_42033,ford,2017,1,1800,140.0,6340.0,1
id_66886,ford,2011,7,2200,152.0,25419.0,0
id_22472,vw,2016,2,1200,106.0,4828.0,0
id_74453,bmw,2010,8,2300,193.0,9257.0,1
id_93304,kia,2015,3,800,59.0,10727.0,0
id_93064,ford,2012,6,2200,148.0,6947.0,6
id_40039,ford,2014,4,2200,156.0,31518.0,1
id_66374,kia,2014,4,1200,86.0,7839.0,0
id_57785,kia,2011,7,1000,70.0,10719.0,2
id_36659,vw,2017,1,3600,263.0,6043.0,2
id_52078,vw,2010,8,3600,241.0,51604.0,1
id_78284,kia,2016,2,1200,88.0,9058.0,0
id_92090,bmw,2008,10,2300,175.0,97619.0,2
id_13513,vw,2009,9,1200,92.0,8843.0,1
id_70598,vw,2015,3,1200,104.0,2808.0,0
id_90840,ford,2014,4,1400,106.0,24655.0,0
id_10997,bmw,2009,9,3500,274.0,75871.0,2
id_85531,vw,2016,2,3600,256.0,5570.0,2
id_94181,vw,2009,9,2300,164.0,90551.0,3
id_36273,kia,2009,9,1200,80.0,5360.0,3
id_9795,bmw,2017,1,3000,268.0,1488.0,0
id_28936,vw,2009,9,1500,104.0,43552.0,3
id_34947,kia,2013,5,1400,97.0,12913.0,0
id_37988,ford,2016,2,2000,144.0,15821.0,1
id_44917,vw,2012,6,3600,242.0,30723.0,1
id_17190,vw,2014,4,1200,95.0,26565.0,0
id_68458,vw,2012,6,3600,250.0,19868.0,0
id_64006,vw,2009,9,2300,154.0,59954.0,5
id_16919,ford,2011,7,2200,152.0,11285.0,2
id_24824,bmw,2008,10,4000,293.0,10099.0,0
id_63128,kia,2015,3,1100,79.0,7571.0,1
id_30025,ford,2010,8,2000,131.0,45860.0,1
id_9279,ford,2011,7,1800,128.0,63301.0,0
id_82049,ford,2010,8,2000,137.0,38630.0,1
id_66461,ford,2008,10,2200,144.0,50045.0,0
id_17659,vw,2017,1,1700,129.0,944.0,0
id_47735,ford,2013,5,1600,119.0,97419.0,1
id_64386,ford,2011,7,2000,134.0,58819.0,2
id_59733,ford,2014,4,1800,134.0,2784.0,0
id_57585,vw,2013,5,1700,131.0,28084.0,1
id_35877,ford,2017,1,2500,181.0,62.0,0
id_14333,vw,2017,1,1500,127.0,12101.0,0
id_18682,ford,2015,3,1400,106.0,17583.0,0
id_94582,vw,2016,2,2300,173.0,5409.0,0
id_86683,ford,2012,6,1400,99.0,1789.0,1
id_77108,ford,2008,10,2500,161.0,42599.0,1
id_99721,ferrari,2010,8,5700,499.0,52799.0,6
id_65283,ford,2013,5,1100,85.0,12511.0,3
id_27318,ford,2008,10,2500,162.0,30971.0,0
id_111,ford,2016,2,3000,208.0,16623.0,0
id_74026,kia,2009,9,1400,88.0,159559.0,2
id_11596,ford,2017,1,1800,134.0,1807.0,1
id_26647,ford,2016,2,1100,91.0,45908.0,1
id_63921,vw,2009,9,2300,152.0,62116.0,1
id_40425,ford,2015,3,2500,176.0,1711.0,0
id_82057,vw,2010,8,2300,156.0,38891.0,0
id_70769,vw,2009,9,1200,93.0,51036.0,1
id_99004,ford,2011,7,1600,116.0,16425.0,0
id_66645,bmw,2017,1,3000,253.0,5028.0,2
id_680,vw,2011,7,1500,115.0,15550.0,0
id_65632,ford,2008,10,3000,193.0,37589.0,2
id_55268,vw,2013,5,2300,173.0,1417.0,2
id_47982,ford,2013,5,2200,155.0,26470.0,0
id_77223,ford,2008,10,1400,93.0,66749.0,5
id_51222,ford,2009,9,3000,193.0,14536.0,0
id_20680,vw,2014,4,1200,105.0,27364.0,0
id_83512,ford,2012,6,2200,153.0,21819.0,0
id_67593,ford,2017,1,1800,137.0,3024.0,1
id_47489,ford,2015,3,3000,210.0,15886.0,1
id_66207,vw,2008,10,1200,98.0,102906.0,1
id_7604,ford,2014,4,2000,145.0,20812.0,1
id_95424,ford,2010,8,2000,133.0,15296.0,1
id_63716,ford,2011,7,2000,140.0,3129.0,1
id_39290,ford,2012,6,3000,198.0,5991.0,1
id_96594,vw,2017,1,2300,175.0,9133.0,0
id_44273,vw,2013,5,3600,250.0,8293.0,0
id_86658,vw,2015,3,2300,169.0,21858.0,0
id_83976,ford,2013,5,1400,106.0,4024.0,1
id_49273,vw,2009,9,3600,231.0,723.0,4
id_22827,ford,2009,9,1400,95.0,26845.0,3
id_28230,bmw,2010,8,4000,310.0,4050.0,4
id_75497,ford,2010,8,3000,199.0,29437.0,2
id_74465,ford,2015,3,1600,122.0,7381.0,0
id_93351,kia,2013,5,800,58.0,54748.0,0
id_93835,vw,2012,6,1900,140.0,48327.0,2
id_62878,ford,2011,7,1800,122.0,30666.0,2
id_3975,ford,2017,1,1100,85.0,444.0,0
id_9924,vw,2014,4,1200,95.0,11672.0,0
id_66482,vw,2012,6,1900,135.0,80101.0,3
id_32641,ford,2017,1,3000,217.0,2511.0,0
id_86109,ford,2011,7,2500,163.0,145492.0,0
id_51824,kia,2012,6,1200,83.0,15289.0,3
id_25041,bmw,2014,4,3000,243.0,29792.0,0
id_3453,vw,2011,7,2300,165.0,260317.0,0
id_61573,vw,2016,2,1500,120.0,8634.0,0
id_9676,ford,2009,9,2000,134.0,23251.0,0
id_59053,bmw,2013,5,2500,236.0,20874.0,2
id_30014,ford,2008,10,1400,94.0,29162.0,2
id_5345,vw,2013,5,1500,121.0,62245.0,1
id_47585,kia,2013,5,800,57.0,31772.0,0
id_56008,vw,2008,10,1200,86.0,14308.0,2
id_14089,ford,2014,4,2500,172.0,7807.0,0
id_50130,kia,2015,3,1200,86.0,41325.0,1
id_49990,vw,2014,4,1200,104.0,64314.0,1
id_65367,ford,2009,9,1800,126.0,103298.0,0
id_14683,bmw,2015,3,2300,193.0,30066.0,1
id_23374,ford,2010,8,2500,163.0,42460.0,0
id_99594,kia,2008,10,1200,78.0,8841.0,3
id_93431,ford,2015,3,1400,110.0,47607.0,0
id_17494,vw,2009,9,1500,107.0,9445.0,3
id_48633,ford,2017,1,2000,148.0,1251.0,1
id_76552,ford,2011,7,3000,202.0,70974.0,2
id_16686,ford,2011,7,3000,197.0,19027.0,2
id_1038,ford,2011,7,2500,170.0,11977.0,3
id_55893,ford,2008,10,2200,147.0,24531.0,3
id_21312,ferrari,2008,10,3600,322.0,124241.0,5
id_85463,vw,2011,7,3600,246.0,20389.0,2
id_68263,kia,2016,2,800,62.0,1224.0,0
id_63939,kia,2016,2,1200,85.0,4733.0,0
id_85114,ford,2017,1,1800,140.0,17277.0,1
id_9154,ford,2016,2,1800,135.0,9195.0,0
id_93768,ford,2009,9,2500,158.0,29881.0,2
id_44304,ford,2010,8,2000,138.0,38172.0,1
id_94517,ford,2008,10,2000,128.0,48699.0,5
id_72301,ford,2012,6,1100,81.0,12196.0,0
id_81224,vw,2008,10,2300,162.0,23014.0,2
id_49363,ferrari,2009,9,5000,433.0,9069.0,2
id_83102,ford,2017,1,2200,167.0,24514.0,0
id_96810,bmw,2012,6,2500,203.0,43825.0,0
id_16062,ford,2016,2,2500,180.0,20975.0,0
id_4513,ford,2016,2,1100,92.0,8588.0,0
id_79956,ford,2017,1,1400,106.0,796.0,0
id_80517,vw,2016,2,1500,120.0,29392.0,1
id_51801,vw,2013,5,1200,103.0,2422.0,0
id_23977,kia,2013,5,1000,69.0,30288.0,1
id_96162,vw,2013,5,2300,161.0,10292.0,2
id_4127,ford,2013,5,1800,124.0,16151.0,2
id_24651,vw,2015,3,1500,121.0,3730.0,0
id_46359,vw,2009,9,1500,116.0,23764.0,1
id_87880,ford,2013,5,1800,128.0,813.0,0
id_66958,bmw,2009,9,3500,272.0,7042.0,2
id_45442,bmw,2016,2,4000,316.0,15218.0,1
id_86650,vw,2014,4,1500,121.0,11704.0,0
id_29057,vw,2017,1,2300,183.0,11382.0,0
id_21956,ford,2009,9,2200,141.0,24152.0,1
id_42684,vw,2015,3,2300,177.0,1970.0,0
id_31939,kia,2013,5,1400,97.0,50689.0,0
id_25695,bmw,2010,8,3500,277.0,29102.0,3
id_68465,ford,2011,7,2200,153.0,88277.0,0
id_14901,vw,2008,10,1700,127.0,105498.0,2
id_46686,vw,2010,8,1700,118.0,99377.0,4
id_49224,bmw,2012,6,1800,157.0,107211.0,0
id_50356,ford,2010,8,1400,100.0,27693.0,1
id_48265,vw,2010,8,1900,130.0,36927.0,6
id_90273,ford,2016,2,1100,92.0,18196.0,0
id_87580,ford,2013,5,1800,126.0,20340.0,0
id_28415,ford,2010,8,2000,138.0,1194.0,2
id_10353,kia,2017,1,1000,76.0,7725.0,0
id_1462,ford,2008,10,1400,100.0,53648.0,2
id_88736,ford,2014,4,1400,107.0,22692.0,2
id_53307,bmw,2010,8,2500,229.0,46044.0,1
id_18796,vw,2010,8,1500,114.0,80076.0,0
id_52240,ford,2015,3,2200,157.0,58371.0,0
id_72228,ford,2016,2,2500,176.0,1606.0,0
id_16766,vw,2016,2,1200,97.0,1366.0,1
id_31363,ford,2010,8,1600,111.0,584.0,1
id_35723,bmw,2014,4,2500,214.0,9710.0,2
id_7806,vw,2011,7,2300,167.0,69877.0,0
id_75019,kia,2009,9,800,54.0,18281.0,1
id_75500,bmw,2016,2,2500,218.0,547.0,0
id_83048,vw,2011,7,1500,120.0,232345.0,4
id_57032,kia,2015,3,1400,97.0,10076.0,1
id_47624,vw,2011,7,2300,156.0,24368.0,1
id_16947,vw,2012,6,1700,124.0,1072.0,4
id_67355,ford,2017,1,1400,111.0,10141.0,0
id_58724,kia,2014,4,1400,98.0,23297.0,2
id_86326,kia,2016,2,1200,89.0,16321.0,0
id_99955,kia,2017,1,800,59.0,16999.0,0
id_47182,bmw,2010,8,2500,207.0,16601.0,3
id_31288,bmw,2016,2,3000,251.0,532.0,0
id_86529,ford,2017,1,1800,137.0,11776.0,0
id_85364,ford,2013,5,1600,120.0,98838.0,1
id_29613,vw,2014,4,1900,147.0,6773.0,3
id_82459,ford,2013,5,1400,104.0,28508.0,1
id_35434,ford,2008,10,1600,112.0,87991.0,2
id_98740,kia,2008,10,1100,73.0,44092.0,2
id_13953,kia,2014,4,1200,85.0,21842.0,1
id_67086,vw,2012,6,1700,125.0,17307.0,4
id_26939,vw,2017,1,1500,126.0,121.0,0
id_74724,ford,2016,2,1800,131.0,4976.0,1
id_95534,vw,2017,1,1900,156.0,1829.0,1
id_90967,ford,2011,7,1100,80.0,5287.0,0
id_50950,ford,2012,6,2000,143.0,77170.0,0
id_38913,ford,2009,9,1100,82.0,33679.0,1
id_62006,kia,2014,4,1000,70.0,4970.0,0
id_41535,ford,2016,2,2000,144.0,499.0,1
id_57008,ferrari,2012,6,3600,329.0,97333.0,1
id_64936,ford,2011,7,3000,198.0,79240.0,2
id_33206,ford,2016,2,1400,111.0,3367.0,0
id_49388,ford,2008,10,1100,79.0,133471.0,3
id_38949,ford,2010,8,2200,143.0,14336.0,1
id_75977,ford,2015,3,1100,83.0,740.0,2
id_22529,ford,2015,3,3000,208.0,10166.0,0
id_22671,ford,2010,8,2500,163.0,50540.0,3
id_7761,kia,2009,9,1000,65.0,96393.0,4
id_88967,vw,2008,10,1500,114.0,206053.0,1
id_8295,bmw,2013,5,3500,282.0,30271.0,0
id_56843,vw,2015,3,1900,147.0,7887.0,3
id_56734,bmw,2008,10,2500,200.0,35898.0,0
id_60553,ford,2009,9,3000,193.0,9285.0,2
id_8529,vw,2011,7,1500,121.0,31544.0,2
id_85017,ford,2015,3,1600,122.0,1506.0,0
id_90335,vw,2012,6,1700,129.0,17893.0,1
id_90901,vw,2010,8,2300,155.0,50262.0,3
id_38512,ford,2010,8,1400,96.0,60679.0,1
id_99170,bmw,2008,10,2300,189.0,8813.0,3
id_24001,bmw,2016,2,2300,194.0,12826.0,0
id_65360,vw,2008,10,3600,224.0,59932.0,4
id_58753,ford,2009,9,2000,131.0,50264.0,0
id_12079,ford,2014,4,1100,84.0,26397.0,2
id_7825,kia,2017,1,1000,72.0,2485.0,0
id_71233,ford,2016,2,1100,90.0,6363.0,0
id_72324,ford,2017,1,2200,166.0,4873.0,0
id_92770,vw,2012,6,1900,145.0,8312.0,2
id_41522,vw,2009,9,3600,241.0,846.0,1
id_71303,vw,2016,2,1900,145.0,4832.0,1
id_95170,vw,2014,4,1200,94.0,73568.0,1
id_40072,vw,2009,9,1500,116.0,39060.0,3
id_22648,vw,2014,4,1900,145.0,41395.0,0
id_9988,kia,2009,9,1400,91.0,4367.0,0
id_98913,vw,2012,6,2300,159.0,7033.0,1
id_18784,vw,2011,7,1700,123.0,22936.0,1
id_88484,ford,2012,6,2500,173.0,22481.0,0
id_5180,vw,2012,6,1900,140.0,159437.0,0
id_79228,ford,2013,5,1800,130.0,50318.0,4
id_4011,ford,2017,1,1600,127.0,1356.0,1
id_72254,ford,2011,7,1600,109.0,104299.0,1
id_87477,vw,2012,6,3600,252.0,4192.0,1
id_35053,ford,2013,5,1800,133.0,34034.0,0
id_14149,ford,2014,4,1800,126.0,3071.0,0
id_44793,ford,2016,2,1400,105.0,11418.0,0
id_13865,kia,2009,9,1100,74.0,1013.0,4
id_73477,ford,2017,1,1600,124.0,16865.0,1
id_54747,bmw,2011,7,2300,199.0,75551.0,0
id_26056,ford,2015,3,2200,158.0,72141.0,2
id_98601,vw,2014,4,3600,254.0,55439.0,1
id_87202,vw,2009,9,3600,229.0,42113.0,2
id_12623,ford,2008,10,1400,98.0,30036.0,2
id_5942,vw,2017,1,2300,173.0,2654.0,2
id_390,ford,2013,5,3000,206.0,48227.0,1
id_65326,kia,2013,5,1100,76.0,10541.0,3
id_19237,ford,2013,5,2000,144.0,27798.0,0
id_86265,ford,2008,10,1800,115.0,123453.0,2
id_69105,bmw,2015,3,1800,169.0,5899.0,1
id_21505,ford,2017,1,2500,187.0,3868.0,0
id_93141,vw,2016,2,3600,254.0,7173.0,0
id_62811,ford,2011,7,2200,150.0,10926.0,0
id_54563,ford,2016,2,1400,105.0,23495.0,2
id_39666,ford,2013,5,1800,132.0,55799.0,0
id_99605,ford,2014,4,1400,106.0,4527.0,0
id_65811,ford,2009,9,2200,144.0,28096.0,4
id_2306,vw,2015,3,2300,165.0,19817.0,0
id_72949,ford,2016,2,1100,90.0,2832.0,0
id_91028,bmw,2017,1,4000,317.0,1292.0,0
id_52681,ford,2010,8,2000,134.0,28382.0,1
id_40314,ford,2008,10,2500,164.0,6819.0,1
id_26397,ford,2016,2,2500,180.0,2249.0,0
id_87438,ford,2014,4,1100,83.0,12118.0,0
id_38327,bmw,2008,10,4000,293.0,107004.0,1
id_2771,bmw,2013,5,4000,316.0,10349.0,3
id_77362,kia,2010,8,800,54.0,23563.0,0
id_53767,ford,2009,9,1400,95.0,75545.0,1
id_58154,bmw,2011,7,3000,250.0,99487.0,2
id_25451,kia,2014,4,1100,76.0,23686.0,2
id_59150,ford,2010,8,2500,160.0,5311.0,4
id_21125,ford,2015,3,2500,182.0,62629.0,1
id_27333,ford,2010,8,2200,144.0,31295.0,1
id_44157,vw,2009,9,1500,110.0,55704.0,1
id_35351,ford,2017,1,1600,118.0,14506.0,0
id_62524,ford,2009,9,1400,101.0,34895.0,2
id_40484,ford,2015,3,1100,88.0,24486.0,0
id_81692,ford,2013,5,2200,156.0,38783.0,1
id_36288,ford,2015,3,2200,162.0,14836.0,1
id_47880,ford,2015,3,1800,130.0,3288.0,0
id_42449,ford,2010,8,2500,164.0,60196.0,0
id_75494,ferrari,2017,1,6200,535.0,2824.0,1
id_24622,bmw,2017,1,3000,261.0,4827.0,0
id_87825,vw,2014,4,1900,144.0,11843.0,1
id_29169,ford,2013,5,1800,128.0,20322.0,0
id_93872,ford,2016,2,2000,143.0,19930.0,1
id_33053,kia,2013,5,1400,96.0,21719.0,1
id_68764,ford,2013,5,2500,171.0,19459.0,0
id_73699,ford,2017,1,1800,133.0,6601.0,0
id_72368,vw,2009,9,1700,119.0,163286.0,1
id_29328,ford,2017,1,2000,153.0,7007.0,0
id_4226,ford,2016,2,2200,162.0,617.0,1
id_25820,ford,2015,3,1100,91.0,41489.0,1
id_53639,vw,2008,10,1200,85.0,28656.0,4
id_39592,ford,2017,1,2500,185.0,2062.0,0
id_2981,ford,2016,2,3000,210.0,5011.0,1
