States/UTs,Crime Head,Year,Persons arrested during the year_Male,Persons arrested during the year_Female,Persons arrested during the year_Total
Rajasthan,16.2.2 - Offences committed against Local STs,2014,0,0,0
Rajasthan,16.2.3 - Offences committed against others locals,2014,4,0,4
Rajasthan,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0
Rajasthan,17.1 - Under ITP Section 5,2014,0,0,0
Rajasthan,17.2 - Under ITP Section 6,2014,0,0,0
Rajasthan,17.3 - Under ITP Section 7,2014,0,0,0
Rajasthan,17.4 - Under ITP Section 8,2014,0,0,0
Rajasthan,17.5 - Other Section of ITP Act,2014,0,0,0
Rajasthan,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,151,0,151
Rajasthan,"19 - Protection of Children from Sexual Offences Act, 2012",2014,176,1,177
Rajasthan,19.1 - Under PCSO Act Section 4,2014,49,0,49
Rajasthan,19.2 - Under PCSO Act Section 6,2014,18,1,19
Rajasthan,19.3 - Under PCSO Act Section 8,2014,18,0,18
Rajasthan,19.4 - Under PCSO Act Section 10,2014,2,0,2
Rajasthan,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
Rajasthan,19.6 - Other Acts of PCSO,2014,89,0,89
Rajasthan,20 - Attempt to commit Murder u/s 307 IPC,2014,82,16,98
Rajasthan,21 - Unnatural Offences u/s 377 IPC,2014,8,0,8
Rajasthan,22 - Other crimes committed against children,2014,131,3,134
Rajasthan,23 - Total crimes against Children,2014,2578,82,2660
Sikkim,1 - Murder (Section 302 and 303 IPC),2014,1,0,1
Sikkim,2 - Infanticide (Section 315 IPC),2014,0,0,0
Sikkim,3 - Rape,2014,36,0,36
Sikkim,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,7,0,7
Sikkim,4.1 - Sexual Harassment (Section 354A IPC),2014,4,0,4
Sikkim,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0
Sikkim,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0
Sikkim,4.4 - Stalking (Section 354D IPC),2014,0,0,0
Sikkim,4.5 - Others assault,2014,3,0,3
Sikkim,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,0,0,0
Sikkim,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,6,0,6
Sikkim,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,5,0,5
Sikkim,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Sikkim,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0
Sikkim,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0
Sikkim,6.5 - Other Kidnapping,2014,1,0,1
Sikkim,7 - Foeticide (Section 315 and 316 IPC),2014,0,0,0
Sikkim,8 - Abetment of Suicide of child (Section 305 IPC),2014,0,0,0
Sikkim,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0
Sikkim,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
Sikkim,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Sikkim,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Sikkim,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
Sikkim,"14 - Prohibition of Child Marriage Act, 2006",2014,0,0,0
Sikkim,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Sikkim,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,0,0,0
Sikkim,16.1 - Offences committed against Migrant,2014,0,0,0
Sikkim,16.1.1 - Offences committed against SC migrants,2014,0,0,0
Sikkim,16.1.2 - Offences committed against ST migrants,2014,0,0,0
Sikkim,16.1.3 - Offences committed against others migrants,2014,0,0,0
Sikkim,16.2 - Offences committed against Locals,2014,0,0,0
Sikkim,16.2.1 - Offences committed against Local SCs,2014,0,0,0
Sikkim,16.2.2 - Offences committed against Local STs,2014,0,0,0
Sikkim,16.2.3 - Offences committed against others locals,2014,0,0,0
Sikkim,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0
Sikkim,17.1 - Under ITP Section 5,2014,0,0,0
Sikkim,17.2 - Under ITP Section 6,2014,0,0,0
Sikkim,17.3 - Under ITP Section 7,2014,0,0,0
Sikkim,17.4 - Under ITP Section 8,2014,0,0,0
Sikkim,17.5 - Other Section of ITP Act,2014,0,0,0
Sikkim,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0
Sikkim,"19 - Protection of Children from Sexual Offences Act, 2012",2014,23,0,23
Sikkim,19.1 - Under PCSO Act Section 4,2014,6,0,6
Sikkim,19.2 - Under PCSO Act Section 6,2014,1,0,1
Sikkim,19.3 - Under PCSO Act Section 8,2014,13,0,13
Sikkim,19.4 - Under PCSO Act Section 10,2014,1,0,1
Sikkim,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
Sikkim,19.6 - Other Acts of PCSO,2014,2,0,2
Sikkim,20 - Attempt to commit Murder u/s 307 IPC,2014,9,0,9
Sikkim,21 - Unnatural Offences u/s 377 IPC,2014,1,0,1
Sikkim,22 - Other crimes committed against children,2014,0,0,0
Sikkim,23 - Total crimes against Children,2014,83,0,83
Tamil Nadu,1 - Murder (Section 302 and 303 IPC),2014,117,12,129
Tamil Nadu,2 - Infanticide (Section 315 IPC),2014,0,0,0
Tamil Nadu,3 - Rape,2014,6,0,6
Tamil Nadu,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,3,0,3
Tamil Nadu,4.1 - Sexual Harassment (Section 354A IPC),2014,0,0,0
Tamil Nadu,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0
Tamil Nadu,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0
Tamil Nadu,4.4 - Stalking (Section 354D IPC),2014,0,0,0
Tamil Nadu,4.5 - Others assault,2014,3,0,3
Tamil Nadu,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,8,0,8
Tamil Nadu,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,423,14,437
Tamil Nadu,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,29,2,31
Tamil Nadu,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Tamil Nadu,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0
Tamil Nadu,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,373,11,384
Tamil Nadu,6.5 - Other Kidnapping,2014,21,1,22
Tamil Nadu,7 - Foeticide (Section 315 and 316 IPC),2014,0,0,0
Tamil Nadu,8 - Abetment of Suicide of child (Section 305 IPC),2014,1,0,1
Tamil Nadu,9 - Exposure and Abandonment (Section 317 IPC),2014,1,0,1
Tamil Nadu,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
Tamil Nadu,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Tamil Nadu,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Tamil Nadu,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
Tamil Nadu,"14 - Prohibition of Child Marriage Act, 2006",2014,93,40,133
Tamil Nadu,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Tamil Nadu,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,0,0,0
Tamil Nadu,16.1 - Offences committed against Migrant,2014,0,0,0
Tamil Nadu,16.1.1 - Offences committed against SC migrants,2014,0,0,0
Tamil Nadu,16.1.2 - Offences committed against ST migrants,2014,0,0,0
Tamil Nadu,16.1.3 - Offences committed against others migrants,2014,0,0,0
Tamil Nadu,16.2 - Offences committed against Locals,2014,0,0,0
Tamil Nadu,16.2.1 - Offences committed against Local SCs,2014,0,0,0
Tamil Nadu,16.2.2 - Offences committed against Local STs,2014,0,0,0
Tamil Nadu,16.2.3 - Offences committed against others locals,2014,0,0,0
Tamil Nadu,"17 - Immoral Traffic (Prevention) Act, 1956",2014,2,1,3
Tamil Nadu,17.1 - Under ITP Section 5,2014,0,0,0
Tamil Nadu,17.2 - Under ITP Section 6,2014,0,0,0
Tamil Nadu,17.3 - Under ITP Section 7,2014,0,0,0
Tamil Nadu,17.4 - Under ITP Section 8,2014,0,0,0
Tamil Nadu,17.5 - Other Section of ITP Act,2014,2,1,3
Tamil Nadu,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,426,59,485
Tamil Nadu,"19 - Protection of Children from Sexual Offences Act, 2012",2014,1126,15,1141
Tamil Nadu,19.1 - Under PCSO Act Section 4,2014,523,15,538
Tamil Nadu,19.2 - Under PCSO Act Section 6,2014,175,0,175
Tamil Nadu,19.3 - Under PCSO Act Section 8,2014,111,0,111
Tamil Nadu,19.4 - Under PCSO Act Section 10,2014,29,0,29
Tamil Nadu,19.5 - Under PCSO Act Sections 14 & 15,2014,22,0,22
Tamil Nadu,19.6 - Other Acts of PCSO,2014,266,0,266
Tamil Nadu,20 - Attempt to commit Murder u/s 307 IPC,2014,26,1,27
Tamil Nadu,21 - Unnatural Offences u/s 377 IPC,2014,3,0,3
Tamil Nadu,22 - Other crimes committed against children,2014,324,10,334
Tamil Nadu,23 - Total crimes against Children,2014,2559,152,2711
Telangana,1 - Murder (Section 302 and 303 IPC),2014,112,7,119
Telangana,2 - Infanticide (Section 315 IPC),2014,6,1,7
Telangana,3 - Rape,2014,879,4,883
Telangana,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,315,0,315
Telangana,4.1 - Sexual Harassment (Section 354A IPC),2014,126,0,126
Telangana,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,17,0,17
Telangana,4.3 - Voyeurism (Section 354C IPC),2014,2,0,2
Telangana,4.4 - Stalking (Section 354D IPC),2014,37,0,37
Telangana,4.5 - Others assault,2014,133,0,133
Telangana,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,99,0,99
Telangana,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,748,3,751
Telangana,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,151,0,151
Telangana,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,1,0,1
Telangana,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,2,0,2
Telangana,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,387,3,390
Telangana,6.5 - Other Kidnapping,2014,207,0,207
Telangana,7 - Foeticide (Section 315 and 316 IPC),2014,3,0,3
Telangana,8 - Abetment of Suicide of child (Section 305 IPC),2014,4,0,4
Telangana,9 - Exposure and Abandonment (Section 317 IPC),2014,16,0,16
Telangana,10 - Procuration of minor girls (Section 366-A IPC),2014,33,0,33
Telangana,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Telangana,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Telangana,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
Telangana,"14 - Prohibition of Child Marriage Act, 2006",2014,33,9,42
Telangana,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Telangana,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,4,0,4
Telangana,16.1 - Offences committed against Migrant,2014,4,0,4
Telangana,16.1.1 - Offences committed against SC migrants,2014,4,0,4
Telangana,16.1.2 - Offences committed against ST migrants,2014,0,0,0
Telangana,16.1.3 - Offences committed against others migrants,2014,0,0,0
Telangana,16.2 - Offences committed against Locals,2014,0,0,0
Telangana,16.2.1 - Offences committed against Local SCs,2014,0,0,0
Telangana,16.2.2 - Offences committed against Local STs,2014,0,0,0
Telangana,16.2.3 - Offences committed against others locals,2014,0,0,0
Telangana,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,17,17
Telangana,17.1 - Under ITP Section 5,2014,0,16,16
Telangana,17.2 - Under ITP Section 6,2014,0,0,0
Telangana,17.3 - Under ITP Section 7,2014,0,0,0
Telangana,17.4 - Under ITP Section 8,2014,0,0,0
Telangana,17.5 - Other Section of ITP Act,2014,0,1,1
Telangana,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,51,5,56
Telangana,"19 - Protection of Children from Sexual Offences Act, 2012",2014,35,0,35
Telangana,19.1 - Under PCSO Act Section 4,2014,5,0,5
Telangana,19.2 - Under PCSO Act Section 6,2014,1,0,1
Telangana,19.3 - Under PCSO Act Section 8,2014,13,0,13
Telangana,19.4 - Under PCSO Act Section 10,2014,0,0,0
Telangana,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
Telangana,19.6 - Other Acts of PCSO,2014,16,0,16
Telangana,20 - Attempt to commit Murder u/s 307 IPC,2014,513,26,539
Telangana,21 - Unnatural Offences u/s 377 IPC,2014,9,0,9
Telangana,22 - Other crimes committed against children,2014,336,9,345
Telangana,23 - Total crimes against Children,2014,3196,81,3277
Tripura,1 - Murder (Section 302 and 303 IPC),2014,15,3,18
Tripura,2 - Infanticide (Section 315 IPC),2014,0,0,0
Tripura,3 - Rape,2014,119,0,119
Tripura,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,78,0,78
Tripura,4.1 - Sexual Harassment (Section 354A IPC),2014,15,0,15
Tripura,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,29,0,29
Tripura,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0
Tripura,4.4 - Stalking (Section 354D IPC),2014,1,0,1
Tripura,4.5 - Others assault,2014,33,0,33
Tripura,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,0,0,0
Tripura,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,73,1,74
Tripura,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,0,0,0
Tripura,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Tripura,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,1,0,1
Tripura,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,45,0,45
Tripura,6.5 - Other Kidnapping,2014,27,1,28
Tripura,7 - Foeticide (Section 315 and 316 IPC),2014,0,0,0
Tripura,8 - Abetment of Suicide of child (Section 305 IPC),2014,0,0,0
Tripura,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0
Tripura,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
Tripura,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Tripura,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Tripura,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
Tripura,"14 - Prohibition of Child Marriage Act, 2006",2014,1,1,2
Tripura,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Tripura,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,0,0,0
Tripura,16.1 - Offences committed against Migrant,2014,0,0,0
Tripura,16.1.1 - Offences committed against SC migrants,2014,0,0,0
Tripura,16.1.2 - Offences committed against ST migrants,2014,0,0,0
Tripura,16.1.3 - Offences committed against others migrants,2014,0,0,0
Tripura,16.2 - Offences committed against Locals,2014,0,0,0
Tripura,16.2.1 - Offences committed against Local SCs,2014,0,0,0
Tripura,16.2.2 - Offences committed against Local STs,2014,0,0,0
Tripura,16.2.3 - Offences committed against others locals,2014,0,0,0
Tripura,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0
Tripura,17.1 - Under ITP Section 5,2014,0,0,0
Tripura,17.2 - Under ITP Section 6,2014,0,0,0
Tripura,17.3 - Under ITP Section 7,2014,0,0,0
Tripura,17.4 - Under ITP Section 8,2014,0,0,0
Tripura,17.5 - Other Section of ITP Act,2014,0,0,0
Tripura,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0
Tripura,"19 - Protection of Children from Sexual Offences Act, 2012",2014,31,0,31
Tripura,19.1 - Under PCSO Act Section 4,2014,13,0,13
Tripura,19.2 - Under PCSO Act Section 6,2014,15,0,15
Tripura,19.3 - Under PCSO Act Section 8,2014,1,0,1
Tripura,19.4 - Under PCSO Act Section 10,2014,0,0,0
Tripura,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
Tripura,19.6 - Other Acts of PCSO,2014,2,0,2
Tripura,20 - Attempt to commit Murder u/s 307 IPC,2014,7,0,7
Tripura,21 - Unnatural Offences u/s 377 IPC,2014,2,0,2
Tripura,22 - Other crimes committed against children,2014,4,0,4
Tripura,23 - Total crimes against Children,2014,330,5,335
Uttar Pradesh,1 - Murder (Section 302 and 303 IPC),2014,1087,17,1104
Uttar Pradesh,2 - Infanticide (Section 315 IPC),2014,25,0,25
Uttar Pradesh,3 - Rape,2014,2343,3,2346
Uttar Pradesh,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,4385,0,4385
Uttar Pradesh,4.1 - Sexual Harassment (Section 354A IPC),2014,2103,0,2103
Uttar Pradesh,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,547,0,547
Uttar Pradesh,4.3 - Voyeurism (Section 354C IPC),2014,36,0,36
Uttar Pradesh,4.4 - Stalking (Section 354D IPC),2014,468,0,468
Uttar Pradesh,4.5 - Others assault,2014,1231,0,1231
Uttar Pradesh,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,4,0,4
Uttar Pradesh,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,10966,571,11537
Uttar Pradesh,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,2475,243,2718
Uttar Pradesh,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,188,4,192
Uttar Pradesh,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,158,0,158
Uttar Pradesh,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,7668,318,7986
Uttar Pradesh,6.5 - Other Kidnapping,2014,477,6,483
Uttar Pradesh,7 - Foeticide (Section 315 and 316 IPC),2014,21,0,21
Uttar Pradesh,8 - Abetment of Suicide of child (Section 305 IPC),2014,1,0,1
Uttar Pradesh,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0
Uttar Pradesh,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
Uttar Pradesh,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Uttar Pradesh,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Uttar Pradesh,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
Uttar Pradesh,"14 - Prohibition of Child Marriage Act, 2006",2014,29,4,33
Uttar Pradesh,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Uttar Pradesh,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,5,0,5
Uttar Pradesh,16.1 - Offences committed against Migrant,2014,0,0,0
Uttar Pradesh,16.1.1 - Offences committed against SC migrants,2014,0,0,0
Uttar Pradesh,16.1.2 - Offences committed against ST migrants,2014,0,0,0
Uttar Pradesh,16.1.3 - Offences committed against others migrants,2014,0,0,0
Uttar Pradesh,16.2 - Offences committed against Locals,2014,5,0,5
Uttar Pradesh,16.2.1 - Offences committed against Local SCs,2014,0,0,0
Uttar Pradesh,16.2.2 - Offences committed against Local STs,2014,0,0,0
Uttar Pradesh,16.2.3 - Offences committed against others locals,2014,5,0,5
Uttar Pradesh,"17 - Immoral Traffic (Prevention) Act, 1956",2014,3,3,6
Uttar Pradesh,17.1 - Under ITP Section 5,2014,0,0,0
Uttar Pradesh,17.2 - Under ITP Section 6,2014,3,3,6
Uttar Pradesh,17.3 - Under ITP Section 7,2014,0,0,0
Uttar Pradesh,17.4 - Under ITP Section 8,2014,0,0,0
Uttar Pradesh,17.5 - Other Section of ITP Act,2014,0,0,0
Uttar Pradesh,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,4,0,4
Uttar Pradesh,"19 - Protection of Children from Sexual Offences Act, 2012",2014,6018,0,6018
Uttar Pradesh,19.1 - Under PCSO Act Section 4,2014,2828,0,2828
Uttar Pradesh,19.2 - Under PCSO Act Section 6,2014,372,0,372
Uttar Pradesh,19.3 - Under PCSO Act Section 8,2014,2217,0,2217
Uttar Pradesh,19.4 - Under PCSO Act Section 10,2014,36,0,36
Uttar Pradesh,19.5 - Under PCSO Act Sections 14 & 15,2014,13,0,13
Uttar Pradesh,19.6 - Other Acts of PCSO,2014,552,0,552
Uttar Pradesh,20 - Attempt to commit Murder u/s 307 IPC,2014,20,0,20
Uttar Pradesh,21 - Unnatural Offences u/s 377 IPC,2014,120,0,120
Uttar Pradesh,22 - Other crimes committed against children,2014,389,1,390
Uttar Pradesh,23 - Total crimes against Children,2014,25420,599,26019
Uttarakhand,1 - Murder (Section 302 and 303 IPC),2014,12,0,12
Uttarakhand,2 - Infanticide (Section 315 IPC),2014,0,0,0
Uttarakhand,3 - Rape,2014,93,3,96
Uttarakhand,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,20,0,20
Uttarakhand,4.1 - Sexual Harassment (Section 354A IPC),2014,4,0,4
Uttarakhand,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0
Uttarakhand,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0
Uttarakhand,4.4 - Stalking (Section 354D IPC),2014,0,0,0
Uttarakhand,4.5 - Others assault,2014,16,0,16
Uttarakhand,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,0,0,0
Uttarakhand,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,118,0,118
Uttarakhand,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,53,0,53
Uttarakhand,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,1,0,1
Uttarakhand,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,1,0,1
Uttarakhand,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,3,0,3
Uttarakhand,6.5 - Other Kidnapping,2014,60,0,60
Uttarakhand,7 - Foeticide (Section 315 and 316 IPC),2014,1,0,1
Uttarakhand,8 - Abetment of Suicide of child (Section 305 IPC),2014,0,0,0
Uttarakhand,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0
Uttarakhand,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
Uttarakhand,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Uttarakhand,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Uttarakhand,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
Uttarakhand,"14 - Prohibition of Child Marriage Act, 2006",2014,0,0,0
Uttarakhand,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Uttarakhand,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,7,0,7
Uttarakhand,16.1 - Offences committed against Migrant,2014,7,0,7
Uttarakhand,16.1.1 - Offences committed against SC migrants,2014,0,0,0
Uttarakhand,16.1.2 - Offences committed against ST migrants,2014,0,0,0
Uttarakhand,16.1.3 - Offences committed against others migrants,2014,7,0,7
Uttarakhand,16.2 - Offences committed against Locals,2014,0,0,0
Uttarakhand,16.2.1 - Offences committed against Local SCs,2014,0,0,0
Uttarakhand,16.2.2 - Offences committed against Local STs,2014,0,0,0
Uttarakhand,16.2.3 - Offences committed against others locals,2014,0,0,0
Uttarakhand,"17 - Immoral Traffic (Prevention) Act, 1956",2014,3,0,3
Uttarakhand,17.1 - Under ITP Section 5,2014,3,0,3
Uttarakhand,17.2 - Under ITP Section 6,2014,0,0,0
Uttarakhand,17.3 - Under ITP Section 7,2014,0,0,0
Uttarakhand,17.4 - Under ITP Section 8,2014,0,0,0
Uttarakhand,17.5 - Other Section of ITP Act,2014,0,0,0
Uttarakhand,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,6,0,6
Uttarakhand,"19 - Protection of Children from Sexual Offences Act, 2012",2014,68,2,70
Uttarakhand,19.1 - Under PCSO Act Section 4,2014,19,0,19
Uttarakhand,19.2 - Under PCSO Act Section 6,2014,2,0,2
Uttarakhand,19.3 - Under PCSO Act Section 8,2014,26,0,26
Uttarakhand,19.4 - Under PCSO Act Section 10,2014,1,0,1
Uttarakhand,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
Uttarakhand,19.6 - Other Acts of PCSO,2014,20,2,22
Uttarakhand,20 - Attempt to commit Murder u/s 307 IPC,2014,0,0,0
Uttarakhand,21 - Unnatural Offences u/s 377 IPC,2014,16,0,16
Uttarakhand,22 - Other crimes committed against children,2014,13,0,13
Uttarakhand,23 - Total crimes against Children,2014,357,5,362
West Bengal,1 - Murder (Section 302 and 303 IPC),2014,125,3,128
West Bengal,2 - Infanticide (Section 315 IPC),2014,0,0,0
West Bengal,3 - Rape,2014,0,0,0
West Bengal,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,184,0,184
West Bengal,4.1 - Sexual Harassment (Section 354A IPC),2014,49,0,49
West Bengal,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,35,0,35
West Bengal,4.3 - Voyeurism (Section 354C IPC),2014,1,0,1
West Bengal,4.4 - Stalking (Section 354D IPC),2014,7,0,7
West Bengal,4.5 - Others assault,2014,92,0,92
West Bengal,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,14,0,14
West Bengal,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,2347,85,2432
West Bengal,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,931,13,944
West Bengal,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,2,0,2
West Bengal,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,36,0,36
West Bengal,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,396,0,396
West Bengal,6.5 - Other Kidnapping,2014,982,72,1054
West Bengal,7 - Foeticide (Section 315 and 316 IPC),2014,0,0,0
West Bengal,8 - Abetment of Suicide of child (Section 305 IPC),2014,6,0,6
West Bengal,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0
West Bengal,10 - Procuration of minor girls (Section 366-A IPC),2014,886,13,899
West Bengal,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,4,2,6
West Bengal,12 - Buying of minors for prostitution (Section 373 IPC),2014,15,0,15
West Bengal,13 - Selling of minors for prostitution (Section 372 IPC),2014,82,7,89
West Bengal,"14 - Prohibition of Child Marriage Act, 2006",2014,71,3,74
West Bengal,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
West Bengal,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,7,0,7
West Bengal,16.1 - Offences committed against Migrant,2014,4,0,4
West Bengal,16.1.1 - Offences committed against SC migrants,2014,0,0,0
West Bengal,16.1.2 - Offences committed against ST migrants,2014,0,0,0
West Bengal,16.1.3 - Offences committed against others migrants,2014,4,0,4
West Bengal,16.2 - Offences committed against Locals,2014,3,0,3
West Bengal,16.2.1 - Offences committed against Local SCs,2014,0,0,0
West Bengal,16.2.2 - Offences committed against Local STs,2014,0,0,0
West Bengal,16.2.3 - Offences committed against others locals,2014,3,0,3
West Bengal,"17 - Immoral Traffic (Prevention) Act, 1956",2014,65,29,94
West Bengal,17.1 - Under ITP Section 5,2014,10,0,10
West Bengal,17.2 - Under ITP Section 6,2014,0,0,0
West Bengal,17.3 - Under ITP Section 7,2014,0,0,0
West Bengal,17.4 - Under ITP Section 8,2014,0,0,0
West Bengal,17.5 - Other Section of ITP Act,2014,55,29,84
West Bengal,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,21,4,25
West Bengal,"19 - Protection of Children from Sexual Offences Act, 2012",2014,864,0,864
